library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collection_device,samp_mat_process,source_material_ID,sample_name,sample_accession,study_accession
P31353_2112,COI Gasterosteus aculeatus 2022-10-09 BIAS22,Gasterosteus aculeatus,2022-10-09,46G8,NA,1 individual,60 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2112,207.BIAS22_SPIGG_17_COI,ENA:ERS23543531,ENA:PRJEB85974
P31353_2113,COI Gasterosteus aculeatus 2022-10-09 BIAS22,Gasterosteus aculeatus,2022-10-09,46G8,NA,1 individual,65 mm,58.78598333 18.79238333,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2113,207.BIAS22_SPIGG_18_COI,ENA:ERS23543532,ENA:PRJEB85974
P30617_1001,COI Gasterosteus aculeatus 2022-05-13 SPRAS22,Gasterosteus aculeatus,2022-05-13,44G7,NA,1 individual,75 mm,57.74170177 17.56754503,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1001,Trawl_121.SPRAS22_SPIGG_89_COI,ENA:ERS23543789,ENA:PRJEB85974
P30617_1002,COI Gasterosteus aculeatus 2022-05-14 SPRAS22,Gasterosteus aculeatus,2022-05-14,43G7,NA,1 individual,55 mm,57.38397763 17.50227973,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1002,Trawl_122.SPRAS22_SPIGG_100_COI,ENA:ERS23543790,ENA:PRJEB85974
P30617_1003,COI Sprattus sprattus 2022-05-13 SPRAS22,Sprattus sprattus,2022-05-13,44G8,NA,1 individual,135 mm,57.9526785 18.23130468,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1003,Trawl_120.SPRAS22_SK.SILL_79_COI,ENA:ERS23543791,ENA:PRJEB85974
P30617_1004,COI Sprattus sprattus 2022-05-14 SPRAS22,Sprattus sprattus,2022-05-14,43G7,NA,1 individual,125 mm,57.38397763 17.50227973,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1004,Trawl_122.SPRAS22_SK.SILL_87_COI,ENA:ERS23543793,ENA:PRJEB85974
P30617_1005,COI Clupea harengus 2022-05-14 SPRAS22,Clupea harengus,2022-05-14,43G7,NA,1 individual,190 mm,57.38397763 17.50227973,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1005,Trawl_122.SPRAS22_SILL_81_COI,ENA:ERS23543794,ENA:PRJEB85974
P30617_1006,COI Clupea harengus 2022-05-15 SPRAS22,Clupea harengus,2022-05-15,42G6,NA,1 individual,170 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1006,Trawl_129.SPRAS22_SILL_147_COI,ENA:ERS23543795,ENA:PRJEB85974
P30617_1007,COI WP2 2022-05-11 SPRAS22,WP2,2022-05-11,44G7,0-80,20414.06906 L,90 micrometers,57.68384495 17.26067718,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1007,Trawl_111.SPRAS22_WP2_1_COI,ENA:ERS23543796,ENA:PRJEB85974
P30617_1008,COI WP2 2022-05-11 SPRAS22,WP2,2022-05-11,45G7,0-80,20414.06906 L,90 micrometers,58.149838 17.52989,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1008,Trawl_112.SPRAS22_WP2_2_COI,ENA:ERS23543797,ENA:PRJEB85974
P30617_1009,COI WP2 2022-05-11 SPRAS22,WP2,2022-05-11,46G8,0-80,20414.06906 L,90 micrometers,58.71356592 18.32557695,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1009,Trawl_113.SPRAS22_WP2_3_COI,ENA:ERS23543798,ENA:PRJEB85974
P30617_1010,COI WP2 2022-05-12 SPRAS22,WP2,2022-05-12,46G8,0-80,20414.06906 L,90 micrometers,58.80325633 18.5643788,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1010,Trawl_115.SPRAS22_WP2_4_COI,ENA:ERS23543799,ENA:PRJEB85974
P30617_1011,COI WP2 2022-05-12 SPRAS22,WP2,2022-05-12,45G8,0-80,20414.06906 L,90 micrometers,58.3952986 18.8556604,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1011,Trawl_116.SPRAS22_WP2_5_COI,ENA:ERS23543800,ENA:PRJEB85974
P30617_1012,COI WP2 2022-05-12 SPRAS22,WP2,2022-05-12,45G8,0-80,20414.06906 L,90 micrometers,58.11240937 18.15773277,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1012,Trawl_117.SPRAS22_WP2_6_COI,ENA:ERS23543801,ENA:PRJEB85974
P30617_1013,COI WP2 2022-05-13 SPRAS22,WP2,2022-05-13,45G7,0-80,20414.06906 L,90 micrometers,58.16872918 17.7208222,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1013,Trawl_119.SPRAS22_WP2_7_COI,ENA:ERS23543802,ENA:PRJEB85974
P30617_1014,COI WP2 2022-05-13 SPRAS22,WP2,2022-05-13,44G8,0-80,20414.06906 L,90 micrometers,57.95738855 18.24869952,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",S1014,Trawl_120.SPRAS22_WP2_8_COI,ENA:ERS23543803,ENA:PRJEB85974
P30617_1015,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,44G7,NA,1 individual,120 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1015,Trawl_111.SPRAS22_SK.SILL_1_COI,ENA:ERS23543804,ENA:PRJEB85974
P30617_1016,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,44G7,NA,1 individual,125 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1016,Trawl_111.SPRAS22_SK.SILL_3_COI,ENA:ERS23543805,ENA:PRJEB85974
P30617_1017,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,44G7,NA,1 individual,120 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1017,Trawl_111.SPRAS22_SK.SILL_6_COI,ENA:ERS23543806,ENA:PRJEB85974
P30617_1018,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,45G7,NA,1 individual,105 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1018,Trawl_112.SPRAS22_SK.SILL_12_COI,ENA:ERS23543807,ENA:PRJEB85974
P30617_1019,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,45G7,NA,1 individual,105 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1019,Trawl_112.SPRAS22_SK.SILL_15_COI,ENA:ERS23543808,ENA:PRJEB85974
P30617_1020,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,45G7,NA,1 individual,105 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1020,Trawl_112.SPRAS22_SK.SILL_17_COI,ENA:ERS23543809,ENA:PRJEB85974
P30617_1021,COI Clupea harengus 2022-05-11 SPRAS22,Clupea harengus,2022-05-11,44G7,NA,1 individual,165 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1021,Trawl_111.SPRAS22_SILL_4_COI,ENA:ERS23543810,ENA:PRJEB85974
P30617_1022,COI Clupea harengus 2022-05-11 SPRAS22,Clupea harengus,2022-05-11,44G7,NA,1 individual,165 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1022,Trawl_111.SPRAS22_SILL_8_COI,ENA:ERS23543811,ENA:PRJEB85974
P30617_1023,COI Clupea harengus 2022-05-11 SPRAS22,Clupea harengus,2022-05-11,44G7,NA,1 individual,170 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1023,Trawl_111.SPRAS22_SILL_9_COI,ENA:ERS23543812,ENA:PRJEB85974
P30617_1024,COI Clupea harengus 2022-05-11 SPRAS22,Clupea harengus,2022-05-11,45G7,NA,1 individual,165 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1024,Trawl_112.SPRAS22_SILL_16_COI,ENA:ERS23543813,ENA:PRJEB85974
P30617_1025,COI Clupea harengus 2022-05-11 SPRAS22,Clupea harengus,2022-05-11,45G7,NA,1 individual,175 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1025,Trawl_112.SPRAS22_SILL_17_COI,ENA:ERS23543814,ENA:PRJEB85974
P30617_1026,COI Clupea harengus 2022-05-11 SPRAS22,Clupea harengus,2022-05-11,45G7,NA,1 individual,170 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1026,Trawl_112.SPRAS22_SILL_18_COI,ENA:ERS23543815,ENA:PRJEB85974
P30617_1027,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,44G7,NA,1 individual,60 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1027,Trawl_111.SPRAS22_SPIGG_2_COI,ENA:ERS23543816,ENA:PRJEB85974
P30617_1028,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,44G7,NA,1 individual,55 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1028,Trawl_111.SPRAS22_SPIGG_5_COI,ENA:ERS23543817,ENA:PRJEB85974
P30617_1029,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,44G7,NA,1 individual,60 mm,57.6737907 17.24284523,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1029,Trawl_111.SPRAS22_SPIGG_7_COI,ENA:ERS23543818,ENA:PRJEB85974
P30617_1030,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,45G7,NA,1 individual,50 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1030,Trawl_112.SPRAS22_SPIGG_13_COI,ENA:ERS23543819,ENA:PRJEB85974
P30617_1031,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,45G7,NA,1 individual,50 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1031,Trawl_112.SPRAS22_SPIGG_15_COI,ENA:ERS23543820,ENA:PRJEB85974
P30617_1032,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,45G7,NA,1 individual,50 mm,58.14055598 17.52166162,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1032,Trawl_112.SPRAS22_SPIGG_18_COI,ENA:ERS23543821,ENA:PRJEB85974
P30617_1033,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,46G8,NA,1 individual,55 mm,58.70211763 18.30917982,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1033,Trawl_113.SPRAS22_SPIGG_22_COI,ENA:ERS23543822,ENA:PRJEB85974
P30617_1034,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,46G8,NA,1 individual,65 mm,58.70211763 18.30917982,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1034,Trawl_113.SPRAS22_SPIGG_24_COI,ENA:ERS23543823,ENA:PRJEB85974
P30617_1035,COI Gasterosteus aculeatus 2022-05-11 SPRAS22,Gasterosteus aculeatus,2022-05-11,46G8,NA,1 individual,70 mm,58.70211763 18.30917982,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1035,Trawl_113.SPRAS22_SPIGG_29_COI,ENA:ERS23543824,ENA:PRJEB85974
P30617_1036,COI Gasterosteus aculeatus 2022-05-15 SPRAS22,Gasterosteus aculeatus,2022-05-15,42G6,NA,1 individual,65 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1036,Trawl_129.SPRAS22_SPIGG_124_COI,ENA:ERS23543825,ENA:PRJEB85974
P30617_1037,COI Gasterosteus aculeatus 2022-05-15 SPRAS22,Gasterosteus aculeatus,2022-05-15,42G6,NA,1 individual,55 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1037,Trawl_129.SPRAS22_SPIGG_127_COI,ENA:ERS23543826,ENA:PRJEB85974
P30617_1038,COI Gasterosteus aculeatus 2022-05-15 SPRAS22,Gasterosteus aculeatus,2022-05-15,42G6,NA,1 individual,65 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1038,Trawl_129.SPRAS22_SPIGG_128_COI,ENA:ERS23543827,ENA:PRJEB85974
P30617_1039,COI Gasterosteus aculeatus 2022-05-16 SPRAS22,Gasterosteus aculeatus,2022-05-16,43G7,NA,1 individual,65 mm,57.15767317 17.3177403,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1039,Trawl_132.SPRAS22_SPIGG_133_COI,ENA:ERS23543828,ENA:PRJEB85974
P30617_1040,COI Gasterosteus aculeatus 2022-05-16 SPRAS22,Gasterosteus aculeatus,2022-05-16,43G7,NA,1 individual,65 mm,57.15767317 17.3177403,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1040,Trawl_132.SPRAS22_SPIGG_136_COI,ENA:ERS23543829,ENA:PRJEB85974
P30617_1041,COI Gasterosteus aculeatus 2022-05-16 SPRAS22,Gasterosteus aculeatus,2022-05-16,43G7,NA,1 individual,50 mm,57.15767317 17.3177403,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1041,Trawl_132.SPRAS22_SPIGG_139_COI,ENA:ERS23543830,ENA:PRJEB85974
P30617_1042,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,46G8,NA,1 individual,120 mm,58.70211763 18.30917982,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1042,Trawl_113.SPRAS22_SK.SILL_22_COI,ENA:ERS23543831,ENA:PRJEB85974
P30617_1043,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,46G8,NA,1 individual,100 mm,58.70211763 18.30917982,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1043,Trawl_113.SPRAS22_SK.SILL_23_COI,ENA:ERS23543833,ENA:PRJEB85974
P30617_1044,COI Sprattus sprattus 2022-05-11 SPRAS22,Sprattus sprattus,2022-05-11,46G8,NA,1 individual,100 mm,58.70211763 18.30917982,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1044,Trawl_113.SPRAS22_SK.SILL_28_COI,ENA:ERS23543834,ENA:PRJEB85974
P30617_1045,COI Sprattus sprattus 2022-05-15 SPRAS22,Sprattus sprattus,2022-05-15,42G6,NA,1 individual,115 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1045,Trawl_129.SPRAS22_SK.SILL_143_COI,ENA:ERS23543835,ENA:PRJEB85974
P30617_1046,COI Sprattus sprattus 2022-05-15 SPRAS22,Sprattus sprattus,2022-05-15,42G6,NA,1 individual,105 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1046,Trawl_129.SPRAS22_SK.SILL_144_COI,ENA:ERS23543836,ENA:PRJEB85974
P30617_1047,COI Sprattus sprattus 2022-05-15 SPRAS22,Sprattus sprattus,2022-05-15,42G6,NA,1 individual,110 mm,56.51278273 16.9490442,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G6,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1047,Trawl_129.SPRAS22_SK.SILL_147_COI,ENA:ERS23543837,ENA:PRJEB85974
P30617_1048,COI Sprattus sprattus 2022-05-16 SPRAS22,Sprattus sprattus,2022-05-16,43G7,NA,1 individual,110 mm,57.15767317 17.3177403,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1048,Trawl_132.SPRAS22_SK.SILL_153_COI,ENA:ERS23543838,ENA:PRJEB85974
P30617_1049,COI Sprattus sprattus 2022-05-16 SPRAS22,Sprattus sprattus,2022-05-16,43G7,NA,1 individual,110 mm,57.15767317 17.3177403,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1049,Trawl_132.SPRAS22_SK.SILL_156_COI,ENA:ERS23543839,ENA:PRJEB85974
P30617_1050,COI Sprattus sprattus 2022-05-16 SPRAS22,Sprattus sprattus,2022-05-16,43G7,NA,1 individual,110 mm,57.15767317 17.3177403,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1050,Trawl_132.SPRAS22_SK.SILL_157_COI,ENA:ERS23543840,ENA:PRJEB85974
P30617_1051,COI Clupea harengus 2022-05-13 SPRAS22,Clupea harengus,2022-05-13,44G8,NA,1 individual,175 mm,57.9526785 18.23130468,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1051,Trawl_120.SPRAS22_SILL_73_COI,ENA:ERS23543841,ENA:PRJEB85974
P30617_1052,COI Clupea harengus 2022-05-13 SPRAS22,Clupea harengus,2022-05-13,44G8,NA,1 individual,160 mm,57.9526785 18.23130468,"Metabarcoding of COI gene using mlCOIintF-dgHCO2198 primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 44G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",S1052,Trawl_120.SPRAS22_SILL_75_COI,ENA:ERS23543842,ENA:PRJEB85974
