library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collect_device,samp_mat_process,source_material_id,sample_name,sample_accession,study_accession
P12051_1130,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-224,NA,ENA:ERR4314701,ENA:PRJEB39191
P12051_1131,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,30-60,4 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-216,NA,ENA:ERR4314702,ENA:PRJEB39191
P12051_1132,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,30-60,4 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-217,NA,ENA:ERR4314703,ENA:PRJEB39191
P12051_1133,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,30-60,4 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-218,NA,ENA:ERR4314704,ENA:PRJEB39191
P12051_1134,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,0-25,4 litres,20,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-210,NA,ENA:ERR4314705,ENA:PRJEB39191
P12051_1135,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,0-25,4 litres,2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-211,NA,ENA:ERR4314706,ENA:PRJEB39191
P12051_1136,16S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,0-25,4 litres,0.2,58.58333 18.23333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-212,NA,ENA:ERR4314707,ENA:PRJEB39191
P15212_4095,16S rRNA Temora 2019-06-01 Surface By2,Temora,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_1,D-652_1,ENA:ERR9523732,ENA:PRJEB52087
P15212_4096,16S rRNA Temora 2019-06-01 Surface By2,Temora,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_2,D-652_2,NA,NA
P15212_4097,16S rRNA Temora 2019-06-01 Surface By2,Temora,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_3,D-652_3,ENA:ERR9523734,ENA:PRJEB52087
P15212_4098,16S rRNA Temora 2019-06-01 Surface By2,Temora,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_4,D-652_4,ENA:ERR9523735,ENA:PRJEB52087
P15212_4099,16S rRNA Temora 2019-06-01 Surface By2,Temora,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_5,D-652_5,ENA:ERR9523736,ENA:PRJEB52087
P15212_4100,16S rRNA Acartia 2019-06-01 Surface By2,Acartia,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_6,D-652_6,ENA:ERR9523737,ENA:PRJEB52087
P15212_4101,16S rRNA Acartia 2019-06-01 Surface By2,Acartia,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_7,D-652_7,ENA:ERR9523738,ENA:PRJEB52087
P15212_4102,16S rRNA Acartia 2019-06-01 Surface By2,Acartia,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_8,D-652_8,ENA:ERR9523739,ENA:PRJEB52087
P15212_4103,16S rRNA Acartia 2019-06-01 Surface By2,Acartia,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_9,D-652_9,ENA:ERR9523740,ENA:PRJEB52087
P15212_4104,16S rRNA Acartia 2019-06-01 Surface By2,Acartia,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_10,D-652_10,ENA:ERR9523741,ENA:PRJEB52087
P15212_4105,16S rRNA Evadne 2019-06-01 Surface By2,Evadne,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_11,D-652_11,ENA:ERR9523742,ENA:PRJEB52087
P15212_4106,16S rRNA Evadne 2019-06-01 Surface By2,Evadne,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_12,D-652_12,ENA:ERR9523743,ENA:PRJEB52087
P15212_4107,16S rRNA Evadne 2019-06-01 Surface By2,Evadne,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_13,D-652_13,ENA:ERR9523744,ENA:PRJEB52087
P15212_4108,16S rRNA Evadne 2019-06-01 Surface By2,Evadne,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_14,D-652_14,ENA:ERR9523745,ENA:PRJEB52087
P15212_4109,16S rRNA Evadne 2019-06-01 Surface By2,Evadne,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_15,D-652_15,ENA:ERR9523746,ENA:PRJEB52087
P15212_4110,16S rRNA Centropages 2019-06-01 Surface By2,Centropages,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_16,D-652_16,ENA:ERR9523747,ENA:PRJEB52087
P15212_4111,16S rRNA Centropages 2019-06-01 Surface By2,Centropages,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_17,D-652_17,ENA:ERR9523748,ENA:PRJEB52087
P15212_4112,16S rRNA Centropages 2019-06-01 Surface By2,Centropages,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_18,D-652_18,ENA:ERR9523749,ENA:PRJEB52087
P15212_4113,16S rRNA Centropages 2019-06-01 Surface By2,Centropages,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_19,D-652_19,ENA:ERR9523750,ENA:PRJEB52087
P15212_4114,16S rRNA Centropages 2019-06-01 Surface By2,Centropages,2019-06-01T00:00:00Z,By2,0-30,10 individuals,< 90 micrometers,54.97333 14.09667,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY2 ARKONA,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-652_20,D-652_20,ENA:ERR9523751,ENA:PRJEB52087
P15212_4115,16S rRNA Temora 2019-06-01 Surface By5,Temora,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_1,D-639_1,ENA:ERR9523752,ENA:PRJEB52087
P15212_4116,16S rRNA Temora 2019-06-01 Surface By5,Temora,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_2,D-639_2,ENA:ERR9523753,ENA:PRJEB52087
P15212_4117,16S rRNA Temora 2019-06-01 Surface By5,Temora,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_3,D-639_3,ENA:ERR9523754,ENA:PRJEB52087
P15212_4118,16S rRNA Temora 2019-06-01 Surface By5,Temora,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_4,D-639_4,ENA:ERR9523755,ENA:PRJEB52087
P15212_4119,16S rRNA Temora 2019-06-01 Surface By5,Temora,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_5,D-639_5,ENA:ERR9523756,ENA:PRJEB52087
P15212_4120,16S rRNA Acartia 2019-06-01 Surface By5,Acartia,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_6,D-639_6,ENA:ERR9523757,ENA:PRJEB52087
P15212_4121,16S rRNA Acartia 2019-06-01 Surface By5,Acartia,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_7,D-639_7,ENA:ERR9523758,ENA:PRJEB52087
P15212_4122,16S rRNA Acartia 2019-06-01 Surface By5,Acartia,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_8,D-639_8,ENA:ERR9523759,ENA:PRJEB52087
P15212_4123,16S rRNA Acartia 2019-06-01 Surface By5,Acartia,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_9,D-639_9,ENA:ERR9523760,ENA:PRJEB52087
P15212_4124,16S rRNA Acartia 2019-06-01 Surface By5,Acartia,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_10,D-639_10,ENA:ERR9523761,ENA:PRJEB52087
P15212_4125,16S rRNA Evadne 2019-06-01 Surface By5,Evadne,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_11,D-639_11,ENA:ERR9523762,ENA:PRJEB52087
P15212_4126,16S rRNA Evadne 2019-06-01 Surface By5,Evadne,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_12,D-639_12,ENA:ERR9523763,ENA:PRJEB52087
P15212_4127,16S rRNA Evadne 2019-06-01 Surface By5,Evadne,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_13,D-639_13,ENA:ERR9523764,ENA:PRJEB52087
P15212_4128,16S rRNA Evadne 2019-06-01 Surface By5,Evadne,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_14,D-639_14,ENA:ERR9523765,ENA:PRJEB52087
P15212_4129,16S rRNA Evadne 2019-06-01 Surface By5,Evadne,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_15,D-639_15,ENA:ERR9523766,ENA:PRJEB52087
P15212_4130,16S rRNA Centropages 2019-06-01 Surface By5,Centropages,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_16,D-639_16,ENA:ERR9523767,ENA:PRJEB52087
P15212_4131,16S rRNA Centropages 2019-06-01 Surface By5,Centropages,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_17,D-639_17,ENA:ERR9523768,ENA:PRJEB52087
P15212_4132,16S rRNA Centropages 2019-06-01 Surface By5,Centropages,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_18,D-639_18,ENA:ERR9523769,ENA:PRJEB52087
P15212_4133,16S rRNA Centropages 2019-06-01 Surface By5,Centropages,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_19,D-639_19,ENA:ERR9523770,ENA:PRJEB52087
P15212_4134,16S rRNA Centropages 2019-06-01 Surface By5,Centropages,2019-06-01T00:00:00Z,By5,0-30,10 individuals,< 90 micrometers,55.25 15.98333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY5 BORNHOLMSDJ,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-639_20,D-639_20,ENA:ERR9523771,ENA:PRJEB52087
P15212_4135,16S rRNA Calanus 2019-06-01 Surface A17,Calanus,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_1,D-706_1,ENA:ERR9523772,ENA:PRJEB52087
P15212_4136,16S rRNA Calanus 2019-06-01 Surface A17,Calanus,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_2,D-706_2,ENA:ERR9523773,ENA:PRJEB52087
P15212_4137,16S rRNA Calanus 2019-06-01 Surface A17,Calanus,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_3,D-706_3,ENA:ERR9523774,ENA:PRJEB52087
P15212_4138,16S rRNA Calanus 2019-06-01 Surface A17,Calanus,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_4,D-706_4,ENA:ERR9523775,ENA:PRJEB52087
P15212_4139,16S rRNA Calanus 2019-06-01 Surface A17,Calanus,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_5,D-706_5,ENA:ERR9523776,ENA:PRJEB52087
P15212_4140,16S rRNA Appendicularia 2019-06-01 Surface A17,Appendicularia,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_6,D-706_6,ENA:ERR9523777,ENA:PRJEB52087
P15212_4141,16S rRNA Appendicularia 2019-06-01 Surface A17,Appendicularia,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_7,D-706_7,ENA:ERR9523778,ENA:PRJEB52087
P15212_4142,16S rRNA Appendicularia 2019-06-01 Surface A17,Appendicularia,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_8,D-706_8,ENA:ERR9523779,ENA:PRJEB52087
P15212_4237,16S rRNA Appendicularia 2019-06-01 Surface A17,Appendicularia,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_9,D-706_9,ENA:ERR9523780,ENA:PRJEB52087
P15212_4238,16S rRNA Appendicularia 2019-06-01 Surface A17,Appendicularia,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_10,D-706_10,ENA:ERR9523781,ENA:PRJEB52087
P15212_4239,16S rRNA Temora 2019-06-01 Surface A17,Temora,2019-06-01T00:00:00Z,A17,0-30,10 individuals,< 90 micrometers,58.275 10.51333,"Metabarcoding of 16S rRNA gene using 341f-805r primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,Å17,Seawater,Vertical Plankton Net,"WP2, 90 µm","Organism Identification and DNA extraction, QIAmp Micro Kit",D-706_11,D-706_11,ENA:ERR9523782,ENA:PRJEB52087
